idp;a;espar;ori;veget;datemort;c13;v;w
761731;10;72V;1;5;1;32;0.030;88.41
761731;11;72V;1;5;1;27;0.014;88.41
761731;16;22M;1;5;1;72;0.299;39.29
761731;18;72V;1;5;1;93;0.600;39.29
761731;20;22M;1;5;2;129;1.192;14.14
761739;28;24;1;5;1;24;0.014;88.42
761759;17;02;1;5;2;75;0.334;39.29
761763;8;10;0;5;2;26;0.013;88.42
761789;1;03;0;5;2;32;0.035;88.41
761789;4;03;0;5;2;69;0.289;88.39
761789;10;03;0;5;2;40;0.070;88.41
761789;12;03;0;5;2;33;0.039;88.41
761813;4;05;1;5;2;86;0.375;39.29
761844;3;62;1;C;2;72;0.337;39.29
761844;11;62;1;C;1;60;0.208;88.40
761845;5;14;0;5;2;24;0.012;88.42
761852;9;54;1;C;2;117;0.881;39.28
761852;11;54;1;5;2;108;0.723;39.28
761861;2;02;1;5;2;25;0.012;88.42
761878;1;19;1;C;2;235;5.420;24.07
761878;2;19;1;C;2;145;1.931;18.62
761878;3;19;1;C;2;126;1.418;18.09
761878;7;19;1;5;2;233;5.323;14.89
761878;11;19;1;C;2;219;4.671;23.94
761914;7;09;1;A;;151;1.845;15.85
761923;7;10;0;5;2;44;0.084;88.41
761923;10;10;0;C;1;45;0.089;88.41
761928;2;49AM;0;5;1;65;0.149;88.39
761928;7;49AM;0;A;;76;0.231;46.65
761942;9;03;0;5;1;41;0.063;96.11
761942;16;03;0;5;1;39;0.054;120.56
761972;1;25M;0;5;2;56;0.112;95.56
761972;5;25M;0;5;2;38;0.045;88.41
762021;1;03;0;5;2;46;0.075;88.41
762021;2;03;2;5;2;26;0.011;88.42
762021;3;03;0;5;2;38;0.044;88.41
762021;5;03;1;5;2;35;0.034;88.41
762021;6;21O;0;5;2;29;0.017;88.41
762021;7;21O;0;C;2;25;0.011;88.42
762021;8;21O;0;5;2;32;0.022;88.41
762021;9;23AB;1;5;2;27;0.016;88.41
762021;10;03;0;5;2;34;0.031;88.41
762021;11;05;0;5;2;24;0.009;88.42
762021;12;03;0;5;2;27;0.013;88.41
762021;17;17C;1;5;2;30;0.025;88.41
762126;7;24;1;5;2;42;0.077;106.13
762144;5;09;0;5;2;39;0.055;88.41
762144;11;03;0;5;2;41;0.063;88.41
762144;13;03;0;5;2;24;0.007;88.42
762158;15;17C;0;5;1;36;0.055;88.41
762167;6;17C;0;5;1;24;0.013;88.42
762219;6;62;1;5;2;65;0.237;88.39
762219;23;62;1;C;2;51;0.122;88.40
762220;8;62;1;5;1;75;0.352;39.29
762257;16;49AM;1;5;1;46;0.059;88.41
762257;19;10;1;5;2;44;0.084;88.41
762272;23;61;1;5;2;24;0.010;88.42
762276;5;64;1;5;1;139;1.786;14.14
762276;16;72V;1;5;1;117;1.057;39.28
762282;10;05;1;5;1;27;0.017;88.41
762294;2;09;1;5;2;232;4.292;14.14
762294;8;61;1;C;2;209;4.561;14.14
762396;2;69JC;1;5;2;37;0.028;88.41
762405;2;03;1;5;1;143;1.688;14.14
762411;15;02;1;5;2;45;0.095;88.41
762509;5;52;1;C;2;99;0.459;39.29
762509;7;52;1;C;2;35;0.031;88.41
762511;1;05;0;5;1;30;0.023;88.41
762511;2;05;0;5;1;24;0.013;88.42
762522;5;11;1;A;;68;0.233;88.39
762548;12;61;1;C;2;134;1.543;14.14
762570;3;51;1;C;2;74;0.298;39.29
762570;6;51;1;C;2;75;0.308;39.29
762616;14;52;1;C;2;45;0.061;88.41
762616;17;52;1;C;1;41;0.048;88.41
762747;10;61;1;5;1;32;0.033;88.41
762794;1;73;1;5;2;97;0.639;39.29
762794;2;73;1;5;1;153;1.916;14.14
762820;8;18C;0;5;1;59;0.162;103.10
762820;9;18C;0;5;1;40;0.058;99.62
762863;4;61;1;5;2;159;2.399;14.14
762883;6;07;1;5;2;42;0.065;88.41
762883;12;10;0;5;2;35;0.045;88.41
762883;13;10;0;5;1;28;0.022;88.41
762944;11;13G;0;5;2;33;0.049;186.44
762944;12;13G;0;C;2;39;0.076;191.01
762944;14;13G;0;5;2;28;0.030;193.02
762944;17;13G;0;C;2;45;0.108;221.09
762945;6;51;1;C;2;107;0.750;39.28
762945;10;51;1;5;2;92;0.516;39.29
762953;16;52;1;C;2;70;0.190;88.39
762953;24;52;1;C;1;34;0.029;88.41
762996;1;49SN;0;5;2;26;0.012;88.42
762996;4;25C;0;C;2;114;0.522;39.28
762996;5;25C;0;C;2;87;0.294;39.29
762996;8;25C;1;C;2;46;0.071;88.41
763002;7;09;0;5;1;26;0.014;88.42
763002;12;09;0;5;1;26;0.014;88.42
763009;6;22M;1;C;2;28;0.020;88.41
763009;7;22M;1;C;2;31;0.029;88.41
763009;8;22M;1;5;2;30;0.026;88.41
763024;10;49PS;1;5;1;32;0.022;91.82
763056;21;02;1;5;1;164;1.956;14.14
763063;14;52;1;C;1;100;0.471;39.29
763063;21;52;1;C;1;41;0.048;88.41
763068;7;09;0;5;2;49;0.109;88.40
763068;8;09;0;5;2;32;0.030;88.41
763068;14;03;1;5;2;46;0.096;88.41
763071;10;24;0;5;1;25;0.017;88.42
763071;13;24;0;5;2;27;0.023;88.41
763076;1;10;1;5;1;27;0.018;88.41
763076;7;10;1;5;1;25;0.013;88.42
763076;9;10;0;5;1;44;0.080;88.41
763076;10;10;0;5;1;24;0.011;88.42
763076;11;10;0;5;1;30;0.026;88.41
763087;16;02;1;C;2;39;0.058;88.41
763088;12;11;1;A;;37;0.052;88.41
763091;8;10;0;5;1;25;0.015;88.42
763091;18;25M;1;5;1;25;0.015;88.42
763157;11;05;0;5;2;29;0.021;88.41
763157;14;05;0;5;2;30;0.024;88.41
763175;3;61;1;C;2;199;4.081;14.40
763188;7;09;0;5;2;128;1.123;14.14
763195;1;69JC;1;5;2;27;0.013;88.41
763320;5;10;0;5;1;25;0.013;88.42
763320;12;10;0;5;2;25;0.013;88.42
763332;7;02;1;5;2;28;0.019;88.41
763332;13;02;1;5;2;32;0.033;88.41
763347;22;10;0;5;1;31;0.031;88.41
763450;1;21C;0;C;1;29;0.024;88.41
763450;12;21C;0;C;2;60;0.161;95.69
763450;13;21C;0;C;2;77;0.288;49.05
763450;14;21C;0;C;2;31;0.030;95.33
763450;16;21M;0;C;2;44;0.076;106.16
763450;20;21C;0;C;2;76;0.280;54.88
763465;2;18C;0;5;1;28;0.021;146.07
763479;1;62;1;C;2;113;1.043;53.00
763479;2;62;1;C;2;77;0.401;52.73
763479;3;62;1;C;2;126;1.355;21.57
763479;9;62;1;C;2;107;0.914;45.57
763479;10;62;1;C;2;83;0.486;45.00
763550;6;13B;0;C;2;56;0.142;88.40
763624;7;02;1;5;2;123;1.088;14.14
763656;7;25M;0;5;2;24;0.014;88.42
763708;6;12V;0;C;1;50;0.118;88.40
763708;8;12V;0;C;1;30;0.029;88.41
763708;10;12V;0;C;1;31;0.032;88.41
763742;6;51;1;C;1;79;0.312;39.29
763742;7;51;1;5;1;107;0.690;39.28
763808;3;10;0;5;1;40;0.062;88.41
763808;4;10;0;5;2;24;0.011;88.42
763808;5;10;0;5;1;51;0.117;88.40
763808;8;10;0;5;2;84;0.363;39.29
763808;12;10;0;5;2;26;0.015;88.42
763808;14;10;0;5;1;49;0.106;88.40
763808;15;10;0;5;1;50;0.111;88.40
763808;18;11;0;C;2;28;0.023;88.41
763809;3;25C;0;5;1;35;0.037;88.41
763809;7;10;0;5;2;24;0.008;88.42
763809;8;10;0;5;2;94;0.503;39.29
763875;3;10;1;5;1;110;0.636;39.28
763875;5;10;0;5;2;30;0.026;88.41
763875;10;10;0;5;2;137;0.979;14.14
763875;11;10;1;5;1;145;1.090;14.14
763875;12;10;0;5;1;73;0.268;39.29
763875;15;10;1;5;2;104;0.567;39.28
763892;12;14;1;5;2;30;0.030;88.41
763904;5;11;0;C;2;71;0.272;39.29
763920;3;09;1;5;1;145;1.684;14.47
763924;10;31;0;5;1;25;0.014;88.42
763924;11;31;0;5;1;31;0.024;88.41
763949;15;17C;1;C;2;140;1.702;14.14
763958;8;05;0;5;1;39;0.050;88.41
763966;7;23AB;0;5;1;28;0.018;109.57
763966;8;23AB;0;5;1;26;0.015;110.49
764001;3;61;1;C;2;128;1.378;14.14
764025;7;62;1;5;1;43;0.088;88.41
764027;1;10;0;5;1;120;0.824;14.14
764047;5;09;1;C;2;68;0.293;88.39
764117;1;10;1;5;1;99;0.560;39.29
764171;6;24;1;5;1;26;0.020;89.80
764260;12;03;0;5;2;24;0.011;88.42
764260;18;03;0;5;2;25;0.014;88.42
764260;19;03;0;5;2;29;0.025;88.41
764260;23;03;0;5;2;31;0.032;88.41
764310;13;13G;1;5;2;130;1.262;14.14
764326;1;13G;1;C;2;49;0.108;93.74
764326;15;17C;1;5;1;38;0.052;88.41
764326;20;17C;0;5;1;24;0.010;88.42
764332;12;14;0;5;1;26;0.017;88.42
764332;20;05;0;5;1;25;0.014;88.42
764332;24;05;0;C;1;24;0.013;88.42
764366;5;61;1;C;2;52;0.142;88.40
764366;14;61;1;C;2;53;0.149;88.40
764400;2;05;0;5;1;32;0.029;88.41
764400;9;41;1;5;1;39;0.054;88.41
764403;1;03;1;5;2;39;0.070;88.41
764403;2;03;0;5;2;51;0.149;88.40
764403;3;03;0;5;2;57;0.198;88.40
764403;4;03;0;5;2;53;0.164;88.40
764403;11;03;0;5;2;30;0.029;88.41
764411;7;03;0;C;2;34;0.045;88.41
764412;1;05;0;5;2;24;0.013;88.42
764458;1;31;0;A;;26;0.016;88.42
764490;1;09;0;5;1;29;0.020;88.41
764490;12;09;0;C;2;24;0.010;88.42
764490;35;09;0;5;1;27;0.016;88.41
764517;5;05;1;5;1;122;0.824;14.14
764517;11;10;1;5;2;26;0.013;88.42
764517;13;10;1;5;2;44;0.084;88.41
764557;2;03;1;5;2;30;0.028;88.41
764557;4;03;0;5;2;25;0.014;88.42
764557;7;03;1;5;2;29;0.025;88.41
764617;3;02;1;5;2;26;0.013;88.42
764632;13;24;1;5;2;71;0.306;39.29
764656;1;02;1;5;1;40;0.065;88.41
764668;10;02;1;5;1;25;0.012;88.42
764672;7;05;0;5;1;28;0.019;88.41
764676;1;10;0;5;2;27;0.018;88.41
764676;3;10;0;5;2;25;0.013;88.42
764680;3;23AB;1;C;2;35;0.036;88.41
764680;6;09;1;5;2;35;0.051;88.41
764680;23;09;0;5;1;34;0.047;88.41
764680;24;09;0;5;1;26;0.019;88.42
764680;25;09;0;5;1;38;0.065;88.41
764699;8;24;1;5;1;89;0.590;39.29
764732;7;31;0;5;2;25;0.014;88.42
764784;13;10;0;5;2;29;0.019;88.41
764784;14;10;0;5;2;55;0.126;88.40
764784;19;10;0;C;2;30;0.022;88.41
764784;20;10;0;C;2;32;0.028;88.41
764796;1;09;0;C;1;28;0.019;88.41
764811;12;05;0;5;2;32;0.029;88.41
764848;4;31;1;5;2;36;0.034;88.41
764848;5;31;1;5;2;38;0.038;88.41
764866;1;61;1;C;2;159;2.476;18.15
764882;5;61;1;5;1;114;1.074;39.28
764882;12;61;1;C;2;29;0.023;88.41
764904;4;11;0;C;2;29;0.025;88.41
764950;19;61;1;C;2;34;0.040;88.41
764966;1;03;0;5;2;93;0.642;39.29
764966;13;03;1;5;1;99;0.741;39.29
765046;1;23SO;0;5;1;33;0.028;88.41
765046;2;23SO;0;5;1;25;0.013;88.42
765046;5;23SO;0;5;1;26;0.015;88.42
765046;21;23SO;0;5;1;33;0.028;88.41
765046;23;23SO;0;5;1;33;0.028;88.41
765055;1;10;0;5;1;96;0.481;39.29
765055;2;10;0;C;1;48;0.100;88.41
765055;3;10;0;5;1;96;0.481;39.29
765055;4;10;0;5;1;57;0.152;88.40
765055;5;10;0;C;1;41;0.067;88.41
765055;6;10;0;A;;84;0.363;39.29
765055;7;10;0;A;;84;0.363;39.29
765055;9;10;0;A;;64;0.199;88.39
765070;13;52;1;C;2;85;0.416;39.29
765070;19;25M;0;5;2;41;0.054;88.41
765070;20;25M;0;C;2;30;0.025;88.41
765070;21;25M;0;5;2;39;0.048;88.41
765070;26;52;1;5;1;26;0.021;88.42
765073;9;52;1;A;;81;0.275;39.29
765073;13;05;1;5;2;25;0.009;88.42
765097;26;24;1;5;1;63;0.256;88.39
765130;1;62;1;A;;74;0.333;39.29
765133;3;10;0;5;2;32;0.032;88.41
765133;4;10;0;5;2;27;0.018;88.41
765133;5;10;0;5;2;27;0.018;88.41
765133;6;10;0;5;2;33;0.036;88.41
765133;7;10;0;5;2;27;0.018;88.41
765133;8;10;0;5;2;35;0.043;88.41
765133;9;10;0;5;2;25;0.013;88.42
765133;10;10;0;5;2;40;0.062;88.41
765133;11;10;0;5;2;25;0.013;88.42
765141;14;03;0;5;2;25;0.013;88.42
765159;3;52;1;C;2;103;0.508;39.28
765159;8;52;1;C;1;86;0.321;39.29
765168;10;64;1;5;1;126;1.395;14.14
765168;16;64;1;5;1;176;3.226;14.14
765271;2;03;0;5;2;26;0.011;88.42
765271;11;03;0;5;2;34;0.034;88.41
765271;13;03;1;5;2;34;0.034;88.41
765351;18;62;1;5;2;139;1.711;14.14
765377;14;24;0;C;1;53;0.166;88.40
765468;3;53CO;1;C;1;189;3.049;14.14
765468;11;53CO;1;C;2;169;2.273;14.14
765468;17;51;1;5;2;102;0.667;39.28
765482;2;03;1;5;1;27;0.019;88.41
765537;6;12V;1;C;2;88;0.486;39.29
765623;2;06;0;5;1;25;0.010;88.42
765695;2;31;0;5;2;25;0.014;88.42
765707;2;22M;1;5;1;50;0.116;88.40
765707;9;12V;1;5;1;72;0.262;39.29
765724;1;10;0;5;1;41;0.061;88.41
765724;7;10;0;5;1;27;0.016;88.41
765724;8;10;0;5;1;49;0.096;88.40
765724;10;10;0;5;1;38;0.049;88.41
765724;13;10;0;5;2;24;0.010;88.42
765724;21;10;0;5;1;51;0.106;88.40
765726;10;14;0;A;;27;0.020;88.41
765784;13;25C;0;5;1;27;0.019;88.41
765795;1;62;1;C;2;126;1.275;14.14
765818;13;20P;0;5;1;26;0.017;88.42
765818;15;20P;0;C;2;24;0.012;88.42
765836;6;69JC;1;5;2;28;0.015;88.41
765840;5;13G;0;5;1;25;0.017;88.42
765869;8;31;0;C;2;24;0.013;88.42
765869;13;31;0;5;1;29;0.021;88.41
765869;15;31;0;5;1;33;0.028;88.41
765869;16;31;0;C;2;25;0.014;88.42
765869;17;31;0;C;1;28;0.019;88.41
765869;18;31;0;C;2;28;0.019;88.41
765869;24;31;0;C;2;26;0.016;88.42
765869;30;17C;0;5;2;26;0.014;88.42
765881;18;11;0;C;2;27;0.020;88.41
765881;19;11;0;C;2;24;0.012;88.42
765884;2;02;1;A;;108;0.814;39.28
765884;4;10;1;5;1;38;0.055;88.41
765884;13;10;0;5;2;46;0.095;88.41
765891;8;24;1;5;2;104;0.853;45.26
765938;6;62;1;5;1;68;0.312;88.39
765938;12;02;0;5;2;24;0.008;88.42
765951;7;13G;1;5;1;111;0.784;62.02
765963;2;10;0;5;1;27;0.018;139.90
765963;4;10;0;5;2;39;0.058;105.87
765963;5;10;0;5;1;34;0.039;107.62
765963;6;10;0;5;1;35;0.043;105.89
765992;2;62;1;5;2;82;0.471;39.29
765992;18;62;1;C;2;84;0.501;39.29
766069;4;62;1;5;1;39;0.055;88.41
766069;6;62;1;5;1;31;0.026;88.41
766071;4;09;1;A;;41;0.077;88.41
766071;5;09;1;A;;50;0.130;88.40
766071;6;09;1;A;;78;0.384;39.78
766071;8;09;1;C;1;57;0.180;88.40
766079;13;61;1;5;1;153;2.188;14.14
766146;6;52;1;C;2;132;1.245;14.21
766164;6;62;1;5;1;38;0.051;88.41
766195;10;10;0;5;1;30;0.022;88.41
766195;11;10;0;5;1;31;0.025;88.41
766195;12;10;0;5;2;27;0.015;88.41
766195;18;10;0;5;2;25;0.010;88.88
766195;34;10;0;5;2;31;0.025;95.09
766220;4;10;0;5;2;28;0.020;88.41
766220;5;10;0;5;2;46;0.090;88.41
766233;19;09;0;5;2;39;0.055;88.41
766233;40;09;0;5;2;43;0.072;88.41
766265;4;52;1;C;2;24;0.011;88.42
766269;2;58;1;5;2;65;0.155;88.39
766269;3;58;1;C;2;50;0.083;88.40
766269;5;58;1;5;2;105;0.453;39.28
766269;6;58;1;5;2;122;0.622;14.14
766269;7;58;1;5;2;76;0.221;39.29
766269;8;58;1;5;2;84;0.277;39.29
766269;9;58;1;5;2;78;0.235;39.29
766269;10;58;1;5;2;88;0.308;39.29
766269;11;58;1;5;2;76;0.221;39.29
766269;12;58;1;5;2;111;0.510;39.28
766269;14;58;1;5;2;108;0.481;39.28
766269;15;58;1;5;2;99;0.398;39.29
766378;10;24;0;5;2;55;0.160;88.40
766378;23;24;2;5;1;29;0.023;88.41
766378;24;24;0;C;2;79;0.398;39.29
766378;25;24;0;5;2;64;0.236;88.39
766414;16;02;0;5;2;30;0.023;88.41
766414;17;02;0;5;1;38;0.051;88.41
766431;13;10;0;5;2;30;0.026;88.41
766458;7;03;1;C;2;32;0.029;88.41
766458;8;20G;1;C;1;27;0.015;88.41
766458;16;20G;1;5;1;62;0.193;88.40
766458;18;20G;1;5;1;74;0.298;39.29
766465;9;25M;0;5;2;30;0.025;88.41
766465;10;25M;0;C;2;28;0.021;88.41
766465;11;62;1;5;2;58;0.174;88.40
766465;14;62;1;C;2;40;0.060;88.41
766574;4;61;1;5;1;48;0.120;88.41
766574;9;61;1;C;1;27;0.019;88.41
766574;20;12V;1;5;1;26;0.019;88.42
766574;25;61;1;5;2;27;0.019;88.41
766630;1;22M;1;5;1;42;0.073;88.41
766630;10;52;1;5;1;103;0.508;39.28
766642;3;12V;1;5;1;45;0.099;88.41
766689;21;02;0;C;2;31;0.026;133.53
766808;2;10;1;5;2;46;0.090;88.41
766808;4;10;1;5;1;29;0.023;88.41
766808;12;10;0;5;1;30;0.026;88.41
766808;13;10;0;5;1;30;0.026;88.41
766808;15;10;0;5;1;25;0.013;88.42
766819;18;10;0;5;2;29;0.014;88.41
766819;19;10;0;5;1;33;0.024;88.41
766819;20;10;0;5;2;32;0.022;88.41
766821;15;10;1;5;1;62;0.183;88.40
766821;16;62;1;5;1;45;0.092;88.41
766821;24;62;1;C;1;122;1.255;14.14
766822;1;14;0;5;2;28;0.023;88.41
766822;9;14;0;C;1;52;0.143;88.40
766822;12;14;0;C;1;37;0.057;88.41
766822;19;14;0;5;2;42;0.082;88.41
766826;7;49AM;1;5;1;50;0.072;88.40
766880;8;10;0;5;2;24;0.012;88.42
766880;12;10;0;5;1;32;0.034;88.41
766880;13;10;0;5;1;25;0.015;88.42
766880;16;10;0;5;1;25;0.015;88.42
766880;17;10;0;5;1;25;0.015;88.42
766880;18;10;0;5;2;28;0.022;88.41
766880;21;10;0;5;2;30;0.028;88.41
766880;29;17C;0;5;1;26;0.018;88.42
766946;8;05;1;5;1;34;0.037;88.41
766972;9;64;1;5;1;25;0.011;88.42
766974;6;11;0;C;2;33;0.038;145.99
766974;9;11;0;5;1;29;0.025;135.32
766995;2;23AB;1;C;2;33;0.031;88.41
767072;5;51;1;5;1;27;0.014;88.41
767076;13;24;1;C;2;71;0.306;39.29
767076;15;05;0;5;2;33;0.026;88.41
767083;5;05;0;5;1;48;0.077;88.41
767083;16;52;1;5;1;40;0.045;88.41
767116;9;62;1;C;1;88;0.563;40.14
767116;18;52;1;A;;75;0.226;48.09
767173;3;10;0;5;2;29;0.022;103.10
767173;4;10;0;5;2;40;0.064;129.85
767173;5;10;0;5;2;40;0.064;90.77
767173;6;10;0;5;2;33;0.035;109.18
767198;4;09;1;5;1;111;0.918;39.28
767198;16;17C;1;5;1;37;0.063;88.41
767248;3;10;0;5;2;36;0.047;117.32
767248;18;10;0;5;2;24;0.008;141.92
767249;2;62;1;5;1;77;0.401;39.29
767249;3;62;1;5;2;62;0.227;88.40
767249;12;62;1;5;2;89;0.579;39.29
767249;22;62;1;5;2;71;0.325;39.29
767249;27;62;1;5;1;101;0.793;39.28
767249;31;62;1;5;1;102;0.813;39.28
767249;32;62;1;C;2;83;0.486;39.29
767254;1;25M;0;C;2;28;0.021;107.72
767310;2;02;0;C;2;34;0.040;88.41
767320;2;02;0;5;2;55;0.144;88.40
767320;3;02;0;5;2;76;0.320;39.29
767320;4;02;0;5;2;60;0.180;88.40
767320;5;02;0;5;2;56;0.151;88.40
767334;8;52;1;C;2;82;0.284;39.29
767334;15;52;1;C;1;68;0.176;88.39
767338;2;51;1;5;1;170;2.265;14.14
767379;2;21C;0;5;2;25;0.015;88.42
767400;5;24;1;5;1;38;0.068;89.39
767412;7;05;0;5;2;31;0.025;88.41
767412;9;05;0;5;1;33;0.030;88.41
767412;19;03;1;5;1;24;0.012;88.42
767418;10;05;0;5;2;36;0.043;88.41
767418;22;41;1;5;1;36;0.043;88.41
767418;25;69JC;1;5;1;31;0.018;88.41
767539;6;05;1;5;2;24;0.007;88.42
767539;14;05;1;5;1;43;0.057;88.41
767556;7;10;0;5;1;26;0.015;88.42
767585;15;14;1;5;2;29;0.026;88.41
767585;23;14;1;5;2;25;0.015;88.42
767619;1;28;1;5;1;60;0.075;90.52
767623;2;74J;1;5;1;66;0.292;88.39
767623;10;74J;1;5;1;41;0.074;88.41
767627;1;62;1;C;1;99;0.701;39.29
767627;2;62;1;C;1;68;0.267;88.39
767627;6;62;1;A;;77;0.369;39.29
767635;2;58;1;5;1;77;0.228;39.29
767704;4;31;0;5;2;30;0.023;88.41
767704;5;31;0;C;2;26;0.016;88.42
767704;7;31;0;5;1;24;0.013;88.42
767716;1;22M;0;C;2;33;0.035;88.41
767716;2;22M;0;C;2;31;0.029;88.41
767716;3;22M;0;5;2;95;0.525;39.29
767716;4;22M;0;C;2;40;0.063;88.41
767716;8;31;0;5;1;29;0.021;88.41
767716;21;22M;0;5;1;33;0.035;88.41
767716;22;22M;0;C;2;37;0.050;88.41
767716;23;22M;0;C;2;62;0.197;88.40
767716;27;22M;0;5;2;44;0.083;88.41
767716;28;22M;0;5;2;31;0.029;88.41
767716;29;22M;0;5;2;56;0.154;88.40
767716;30;22M;0;5;2;67;0.237;88.39
767716;31;22M;0;5;2;29;0.023;88.41
767716;32;22M;0;5;2;32;0.032;88.41
767716;33;22M;0;5;2;36;0.046;88.41
767716;34;22M;0;5;2;42;0.073;88.41
767739;4;09;0;5;1;25;0.016;88.42
767760;1;62;1;5;1;35;0.041;88.41
767766;10;03;1;5;2;130;1.267;14.14
767815;2;63;1;5;1;29;0.033;88.41
767815;10;63;1;5;1;28;0.030;103.11
767815;29;12V;1;5;2;30;0.031;88.41
767829;7;52;1;C;1;63;0.145;88.39
767872;7;31;0;5;1;26;0.016;88.42
767872;11;31;0;5;1;24;0.013;88.42
767880;1;49PS;0;C;1;39;0.037;88.41
767943;19;23SO;0;5;1;36;0.035;88.41
767973;5;20G;0;5;1;28;0.022;88.41
768006;12;61;1;5;1;28;0.020;88.41
768054;2;55;1;C;2;35;0.034;88.41
768054;3;55;1;5;1;57;0.107;88.40
768054;12;51;1;C;1;49;0.098;88.40
768054;21;55;1;C;1;50;0.078;88.40
768092;7;02;1;C;2;43;0.084;88.41
768092;16;02;1;5;2;49;0.121;92.61
768152;1;10;0;5;1;28;0.022;88.41
768152;7;10;0;5;1;24;0.012;88.42
768340;6;02;1;5;1;178;2.323;14.14
768349;13;09;1;5;1;64;0.217;88.39
768349;14;09;1;C;1;143;1.449;14.14
768355;2;10;0;5;1;25;0.013;88.42
768365;1;57A;1;C;2;50;0.081;88.40
768365;2;05;1;5;2;25;0.013;88.42
768365;4;57A;1;C;2;55;0.102;88.40
768365;8;05;1;5;1;30;0.024;88.41
768365;9;05;1;5;1;31;0.026;88.41
768365;10;05;1;5;1;35;0.037;88.41
768365;15;05;1;5;1;34;0.034;88.41
768365;21;05;0;5;1;39;0.050;88.41
768524;8;25M;1;A;;39;0.048;88.41
768524;10;25M;0;5;2;33;0.032;88.41
768597;11;02;0;5;2;30;0.025;88.41
768662;10;02;1;5;1;83;0.416;39.29
768839;3;25C;0;5;1;28;0.021;88.41
768899;3;09;1;5;1;40;0.059;88.41
768914;31;62;1;5;1;40;0.064;88.41
768936;1;05;0;5;1;45;0.065;88.41
768936;18;05;0;5;1;34;0.032;88.41
768994;6;02;0;5;2;93;0.542;39.29
768994;7;02;0;5;2;89;0.490;39.29
769015;13;61;1;5;1;62;0.228;88.40
769026;4;12V;0;5;1;54;0.131;88.40
769026;5;12V;0;5;1;47;0.091;88.41
769026;10;52;1;C;1;42;0.051;88.41
769041;5;03;0;5;2;32;0.037;88.41
769041;7;03;0;5;2;25;0.013;88.42
769279;11;10;0;5;1;45;0.087;90.93
769279;15;10;0;5;2;26;0.017;88.42
769279;18;10;0;5;2;25;0.015;88.86
769279;20;10;0;5;2;26;0.017;88.42
769279;23;10;0;5;1;27;0.020;89.97
769279;27;10;0;5;2;26;0.017;88.42
769279;28;10;0;5;2;26;0.017;88.42
769295;1;14;0;5;2;32;0.037;88.41
769295;8;31;0;5;1;24;0.013;88.42
769301;2;52;1;C;2;52;0.089;88.40
769322;3;52;1;A;;30;0.021;88.41
769322;6;52;1;5;2;81;0.275;39.29
769322;7;52;1;5;1;49;0.076;88.40
769322;20;54;1;5;1;25;0.012;88.42
769322;25;52;1;5;1;25;0.012;88.42
769378;3;62;1;5;1;31;0.026;88.41
769382;8;03;1;C;1;45;0.106;88.41
769494;10;02;1;5;1;48;0.114;88.41
769494;11;10;0;5;2;28;0.019;88.41
769534;1;10;0;5;2;28;0.020;88.41
769534;2;10;0;5;2;47;0.095;88.41
769534;6;10;0;5;1;33;0.036;88.41
769534;7;10;0;5;2;29;0.023;88.41
769601;1;52;1;C;2;75;0.305;39.29
769601;12;69JC;1;5;2;25;0.011;88.42
769601;24;03;1;5;2;33;0.039;88.41
769621;4;11;0;5;1;30;0.028;88.41
769621;7;11;0;5;1;30;0.028;88.41
769621;16;02;0;5;2;37;0.052;88.41
769621;18;02;0;C;2;34;0.040;88.41
769647;11;13G;1;5;2;138;1.421;14.14
769662;10;10;0;5;2;27;0.016;88.41
769662;11;10;0;5;1;24;0.008;88.42
769662;13;10;0;C;1;37;0.051;88.41
769662;14;10;0;5;1;24;0.008;88.42
769663;2;11;0;C;2;47;0.099;88.41
769663;17;11;0;C;2;33;0.037;88.41
769677;2;31;0;C;2;24;0.013;88.42
769677;3;02;1;C;1;63;0.230;88.39
769677;8;22M;1;C;2;62;0.219;88.40
769692;1;24;0;5;2;122;1.241;14.14
769692;5;24;0;C;2;94;0.672;39.29
769692;13;24;1;C;2;303;10.645;14.13
769703;14;05;0;5;2;26;0.016;88.42
769710;2;10;0;5;2;35;0.043;88.41
769710;4;10;0;5;2;53;0.128;88.40
769710;7;10;0;5;2;27;0.018;88.41
769710;12;10;1;5;2;95;0.471;39.29
769710;13;10;0;5;2;28;0.020;88.41
769710;14;10;0;5;2;29;0.023;88.41
769710;15;10;0;5;2;36;0.046;88.41
769710;16;10;0;5;2;40;0.062;88.41
769732;6;63;1;5;2;39;0.048;88.41
769732;7;63;1;5;2;66;0.230;88.39
769792;3;14;1;5;2;28;0.023;88.41
769792;9;14;1;5;2;39;0.067;88.41
769792;16;14;1;5;2;26;0.017;88.42
769888;1;09;1;5;2;134;1.248;14.14
769888;6;09;1;5;2;196;2.984;14.14
770113;1;02;1;5;2;81;0.393;39.29
770131;6;03;1;5;2;78;0.373;39.29
770131;7;03;1;5;2;37;0.052;88.41
770220;2;31;0;5;2;36;0.034;88.41
770220;6;31;0;5;2;25;0.014;88.42
770220;14;31;0;5;2;28;0.019;88.41
770220;17;31;0;5;2;36;0.034;88.41
770220;23;22M;1;5;2;131;1.053;14.14
770241;1;03;1;5;2;25;0.014;88.42
770267;6;12V;1;C;2;35;0.048;88.41
770267;11;12V;1;C;2;51;0.131;88.40
